genre;tempo
r&b;113.1784714
hip-hop;68.66536979
jazz;98.47239846
jazz;135.899775
indie;148.3432346
pop;102.5526921
electronic;118.778018
hip-hop;99.71410457
hip-hop;82.28879376
pop;109.445064
indie;111.9352642
folk;111.5133973
k-pop;115.0783562
electronic;163.2612558
electronic;109.6407797
rock;91.51233281
r&b;104.3790045
drum-and-bass;181.4680562
jazz;138.8474813
r&b;92.19593428
r&b;74.33908122
jazz;127.8177486
rock;106.5424493
pop;121.9295989
pop;133.5908946
hip-hop;92.48725219
country;115.9184317
rock;133.911517
drum-and-bass;170.5761254
metal;148.1317665
blues;106.4756485
rock;115.6005724
reggae;122.8441396
punk;159.2651071
rock;131.3237381
soul;130.1217375
electronic;126.709986
rock;130.0171695
pop;93.5203991
r&b;93.96615491
metal;146.3989948
metal;157.0666005
pop;97.70416103
electronic;117.9505829
rock;127.6176456
jazz;94.0106497
classical;96.62997146
hip-hop;102.9467408
electronic;140.6408624
indie;90.10978843
reggae;106.0209993
latin;116.051029
punk;190.3635832
hip-hop;84.11149797
rock;82.38753712
hip-hop;87.93211203
pop;103.353096
rock;122.583993
country;87.50187752
country;118.7438482
classical;100.1560586
soul;105.7216499
pop;107.4488233
jazz;113.6561474
jazz;105.0587755
metal;158.8733137
k-pop;117.2072858
pop;100.6902331
soul;118.7263013
reggae;77.04836879
pop;132.495197
blues;95.07293298
classical;100.3308797
hip-hop;107.1587431
hip-hop;90.18846977
k-pop;121.2307759
classical;105.0909291
metal;162.5356816
drum-and-bass;170.0453148
pop;113.0557228
gospel;102.0322294
electronic;114.1067284
hip-hop;97.63926214
country;126.9460507
gospel;109.5680214
r&b;111.5561457
indie;128.455065
rock;103.929778
rock;136.8158744
electronic;122.0163707
jazz;122.5932662
electronic;119.6999249
hip-hop;89.26911486
gospel;112.152237
electronic;138.1682696
hip-hop;82.18264503
pop;133.0392009
metal;148.8253503
blues;85.86497775
folk;112.2092468
indie;102.632292
rock;118.3032598
rock;137.1768536
indie;109.5354899
country;108.218713
jazz;125.3821644
pop;110.9525091
pop;136.0914918
rock;156.1411654
pop;125.4689602
indie;104.3054085
rock;140.9056415
classical;76.94445121
metal;156.5988179
gospel;120.9484474
soul;87.87160472
rock;129.0969239
r&b;120.0960225
drum-and-bass;188.4265654
k-pop;139.1610371
classical;117.9692342
hip-hop;123.5228417
latin;123.372436
hip-hop;94.44147326
jazz;115.1465226
hip-hop;113.6621752
k-pop;125.8839646
jazz;121.1161534
r&b;117.3038912
rock;109.5407622
ambient;84.04159373
hip-hop;81.80258188
k-pop;117.7039805
indie;88.03059078
reggae;98.14986048
blues;115.2097126
ambient;85.76374083
electronic;151.5679166
metal;157.5247237
reggae;101.4369323
rock;119.1067453
rock;118.1619668
pop;117.46246
r&b;105.9661348
hip-hop;83.58728155
k-pop;108.0610438
country;99.01033815
folk;128.1211188
latin;122.338474
pop;94.8433517
classical;107.3176602
indie;124.9899374
pop;93.05124629
hip-hop;106.1162116
electronic;95.58000066
country;117.3461201
indie;154.2384382
electronic;106.7777081
electronic;142.5665339
hip-hop;111.9821084
ambient;50
electronic;121.9203662
pop;116.4119474
pop;118.3130086
soul;79.20314017
k-pop;131.8350706
r&b;111.7487946
latin;117.6939497
drum-and-bass;168.5796732
k-pop;99.01324066
jazz;106.0446568
jazz;78.87798768
r&b;113.6527356
classical;130.3364246
electronic;124.3566126
gospel;130.8209102
rock;121.5341785
r&b;104.4727666
electronic;130.0139569
k-pop;133.9978601
pop;130.7731539
pop;109.7807491
reggae;65.06162815
hip-hop;72.94265673
r&b;103.578984
hip-hop;86.99037994
soul;93.29696752
latin;133.6421688
reggae;90.80569378
jazz;104.7238194
hip-hop;106.2353166
country;99.98069585
electronic;137.2581928
metal;161.3735556
r&b;109.64148
electronic;142.724925
blues;74.94808924
rock;136.4645594
electronic;116.8208628
reggae;84.53861684
classical;115.2451123
rock;122.5200122
jazz;122.7088863
ambient;62.4546077
blues;99.45810116
jazz;106.8244295
ambient;67.79426563
r&b;81.6459227
indie;90.09048976
electronic;128.4459387
indie;116.1727626
pop;116.1955734
indie;106.1733354
hip-hop;89.28472642
gospel;121.356605
classical;85.93738136
electronic;150.2158331
pop;128.1746308
classical;109.5244483
pop;101.1903686
pop;106.412027
jazz;113.0615879
folk;138.1911851
r&b;96.94264054
latin;115.8927188
pop;136.3741443
pop;82.34405461
k-pop;136.6519128
hip-hop;98.19089471
r&b;80.33831096
ambient;94.21394178
electronic;131.3648034
electronic;144.6894059
hip-hop;118.7263124
classical;113.5964415
r&b;107.9983472
electronic;117.426555
jazz;109.7364726
metal;151.4252408
electronic;136.470148
indie;96.40703119
folk;121.1018869
hip-hop;80.99558152
pop;121.2027762
jazz;101.1892193
folk;113.7363812
reggae;84.07924153
hip-hop;112.2287659
punk;177.856608
pop;100.7479124
pop;128.869756
soul;100.6917004
metal;136.387116
hip-hop;81.52683445
metal;150.4752082
rock;126.4364613
hip-hop;78.81970217
k-pop;73.10918136
jazz;115.0958154
pop;104.9318991
pop;136.9779833
blues;116.2370914
rock;134.2549397
rock;109.5325045
k-pop;132.5566501
pop;124.2274596
latin;138.9568062
rock;150.3761012
soul;98.77502996
pop;107.3599131
r&b;96.75819324
electronic;106.7263869
pop;103.2304941
folk;119.9465173
hip-hop;116.7783016
rock;126.0292219
soul;111.2735398
latin;122.517823
hip-hop;105.732955
pop;134.891785
latin;101.0175807
ambient;76.5183894
drum-and-bass;146.4651624
hip-hop;102.9690265
rock;136.3099198
electronic;141.7819457
hip-hop;93.09406577
country;108.4778897
pop;131.193687
metal;150.5223504
jazz;115.8090085
hip-hop;100.1929052
reggae;105.8519619
country;127.0097957
folk;131.1194332
soul;94.8966551
r&b;76.17545871
electronic;136.248862
indie;94.48543289
metal;181.3223892
k-pop;111.853968
pop;124.3780688
electronic;129.9808624
classical;91.86921328
hip-hop;91.05437071
drum-and-bass;173.3120311
pop;125.5968202
hip-hop;79.94227489
r&b;95.26817981
rock;137.7550114
reggae;106.542495
classical;108.5908006
pop;98.1502882
hip-hop;113.0716489
r&b;90.50182148
hip-hop;103.502254
pop;103.1999382
hip-hop;81.19314691
gospel;83.81160747
jazz;114.4041098
classical;126.4191836
country;132.1443377
jazz;124.8309944
r&b;101.90868
rock;122.0201191
electronic;161.1391134
punk;190.9674671
metal;128.5185287
pop;123.4387295
hip-hop;120.0893499
ambient;52.15469083
jazz;117.0416332
punk;160.1044076
folk;97.18783221
k-pop;114.5196371
pop;119.3165402
metal;150.957271
r&b;80.94892985
electronic;128.8774849
pop;120.9245275
pop;118.5215966
electronic;147.1457674
electronic;155.9257173
rock;118.4798495
hip-hop;94.9965184
hip-hop;120.9293931
jazz;92.33466626
rock;105.9946036
pop;127.6321176
reggae;87.47344838
jazz;134.9079839
reggae;69.41743771
jazz;108.2056318
electronic;114.8795197
pop;122.7877511
r&b;100.4509444
gospel;130.140061
electronic;116.1119376
metal;143.4478954
metal;169.9070678
latin;107.8873253
hip-hop;100.0162483
soul;98.83498197
metal;148.8304668
r&b;112.818833
pop;128.5757057
country;104.6000909
blues;92.15328345
k-pop;116.536029
rock;138.8822666
electronic;113.5769238
indie;119.575741
pop;109.8114052
country;132.6439565
r&b;89.9308692
blues;113.3678615
folk;130.5817517
soul;117.2628145
electronic;142.1973336
r&b;110.6286716
metal;154.1187996
metal;149.4307376
hip-hop;88.78842832
electronic;117.8435116
latin;125.3944799
rock;126.98622
hip-hop;94.39295808
pop;117.1337125
hip-hop;100.7815977
k-pop;114.3579218
metal;153.2953193
r&b;102.1057351
hip-hop;91.11645102
hip-hop;115.6962473
jazz;118.3453775
pop;162.0103449
r&b;68.82435018
drum-and-bass;204.9593927
ambient;93.0541694
indie;106.7019829
country;107.2800344
rock;150.5291349
electronic;141.8566259
latin;114.1993403
hip-hop;94.37301437
pop;113.3283918
k-pop;125.698029
pop;116.1081963
pop;92.11073158
k-pop;87.60362772
rock;128.2394701
folk;130.4277641
k-pop;138.3611789
rock;161.3987999
rock;126.1588647
hip-hop;81.8256667
pop;127.5312705
rock;142.576002
latin;81.19647783
pop;147.4047402
rock;129.0178947
r&b;78.95980475
hip-hop;102.5403575
electronic;138.3240323
pop;113.9079574
metal;154.6965282
classical;118.4957473
soul;84.63274754
folk;124.6757098
blues;99.85747323
gospel;116.6121811
r&b;89.63133853
folk;99.59700984
electronic;154.8797554
rock;104.736337
electronic;106.9259787
k-pop;142.2672127
classical;116.1884031
soul;78.4595848
latin;93.32772779
classical;104.983681
soul;113.6768585
k-pop;124.5472607
rock;151.6229243
pop;130.197808
country;129.0923789
electronic;128.2858665
pop;139.7797261
ambient;87.00869048
classical;140.5884884
pop;128.368076
folk;122.5775722
folk;135.007773
hip-hop;99.64414421
hip-hop;78.35238745
hip-hop;107.6360401
hip-hop;105.3005696
rock;137.8242634
country;127.842902
hip-hop;83.59217333
country;120.7042933
indie;137.8138669
classical;88.09154919
pop;115.1149561
jazz;126.6202682
k-pop;103.2443307
r&b;110.1559084
classical;154.5415587
r&b;128.2716917
reggae;88.41306559
k-pop;131.3204814
rock;111.1495771
latin;85.38481643
rock;131.4982278
hip-hop;95.86067835
metal;163.6375267
rock;136.8275207
electronic;146.4335931
country;98.55448637
country;116.800638
drum-and-bass;191.6408417
folk;83.85025671
k-pop;115.4348396
electronic;114.476001
latin;108.8166999
blues;120.4933919
pop;135.0861165
k-pop;114.0125899
electronic;124.115904
rock;128.571326
metal;139.4048029
hip-hop;101.1310217
k-pop;121.5168237
pop;126.4024187
reggae;58.36659924
pop;125.5213156
electronic;107.7834303
metal;138.3666661
folk;129.5793117
hip-hop;129.9993241
electronic;125.1283788
drum-and-bass;176.2245794
latin;153.0290259
rock;161.291679
jazz;101.0570287
r&b;112.090568
electronic;151.7634434
drum-and-bass;187.3340447
hip-hop;92.99275961
drum-and-bass;156.4388384
pop;127.6548741
electronic;154.773513
hip-hop;101.6236377
folk;106.5325049
pop;100.5551357
folk;78.93919107
metal;135.3327009
ambient;68.81529626
drum-and-bass;157.1601493
indie;85.77166684
country;105.1876293
k-pop;131.730426
country;111.5339441
gospel;87.37377791
electronic;129.4951205
electronic;139.7958071
jazz;117.8771853
hip-hop;91.154934
gospel;112.4653346
classical;95.20601011
pop;125.7523298
pop;119.4794291
r&b;97.45130794
jazz;107.0362206
latin;103.4220276
soul;81.73241357
pop;127.3664185
punk;170.2861634
jazz;100.9124623
gospel;121.0223902
ambient;56.67406529
electronic;121.5898017
electronic;138.3881134
indie;149.1075084
hip-hop;100.7629115
electronic;131.2585536
metal;149.8894904
indie;107.2967418
pop;106.6620333
k-pop;114.8675466
rock;118.0717527
metal;145.1786497
hip-hop;107.6860293
metal;136.9434299
gospel;121.7203703
gospel;116.4335859
reggae;91.71253625
electronic;128.0363235
metal;162.0808542
electronic;136.7970682
rock;130.5724171
r&b;133.4023597
ambient;59.16370709
jazz;136.548139
pop;137.1012008
metal;146.9114139
pop;122.8281954
latin;97.82298164
pop;120.2282129
r&b;94.28153699
pop;109.5501827
electronic;150.2206549
country;111.5451162
soul;69.05636377
electronic;114.4776953
r&b;96.44213419
classical;96.80289375
indie;104.4117912
electronic;132.989921
r&b;91.18940707
hip-hop;94.48830241
hip-hop;110.7421934
pop;119.567509
metal;128.933321
hip-hop;107.8810469
hip-hop;96.82807187
electronic;144.7658275
ambient;74.33016287
classical;133.8483484
indie;140.3158342
k-pop;101.21333
hip-hop;105.4414531
metal;131.4441332
metal;180.7910508
pop;112.6596875
folk;131.3120074
hip-hop;91.02235989
hip-hop;82.5154784
ambient;70.50060963
ambient;75.53848312
hip-hop;101.3869777
hip-hop;95.28646358
ambient;52.0691476
r&b;101.2118507
pop;117.9767126
latin;118.8997509
hip-hop;102.2784507
ambient;91.80332021
classical;128.9898608
electronic;138.0119386
k-pop;120.2409769
pop;120.7276232
blues;104.2779363
rock;107.7968181
rock;142.1649537
rock;79.34893716
pop;118.2431381
reggae;86.03920687
rock;137.3941984
pop;105.1854809
indie;145.3791734
pop;102.3548676
drum-and-bass;212.0387016
pop;134.072971
reggae;112.3623362
pop;106.3279827
rock;114.0051012
rock;148.3842866
rock;183.8790584
jazz;133.5207374
rock;152.2280977
classical;92.69294819
hip-hop;93.70243425
jazz;109.1599128
electronic;161.091988
r&b;121.5911225
soul;94.20117635
jazz;110.4317118
classical;89.34749315
classical;92.90973928
country;131.7999113
rock;129.3288523
k-pop;128.1175028
country;93.14384477
blues;130.3705499
electronic;127.6521463
pop;113.8207533
latin;109.3711142
electronic;121.8317257
rock;148.2032177
pop;119.0244083
rock;139.8693251
rock;129.7505887
pop;105.1095295
folk;121.8189756
rock;134.113963
drum-and-bass;184.546856
country;111.9864693
k-pop;134.1563034
pop;109.6121132
ambient;78.07741256
metal;133.5070474
pop;123.4032155
pop;114.2011596
latin;90.17761351
punk;152.8688203
hip-hop;112.9628121
hip-hop;105.5777921
ambient;84.10656233
rock;116.8455617
hip-hop;108.8742288
rock;161.8367802
country;124.4746396
indie;120.8020831
hip-hop;137.0286706
country;126.6888352
classical;121.5746893
pop;135.1504503
reggae;85.35232449
pop;120.1649308
hip-hop;96.93762077
r&b;106.9734226
folk;126.7631658
pop;149.5774207
rock;113.8070032
rock;114.238337
hip-hop;96.00892339
electronic;162.3405728
rock;153.4585393
electronic;127.4508789
jazz;112.4176826
country;127.8049739
folk;90.4265865
hip-hop;83.83104687
rock;173.5325595
punk;190.8743689
country;120.507997
ambient;95.08556078
rock;121.8496129
drum-and-bass;162.2649492
blues;104.3121599
latin;103.9072612
hip-hop;84.19463123
jazz;128.613117
rock;137.7830822
folk;111.272351
pop;124.1812789
reggae;74.0329597
pop;133.0085238
latin;135.0430109
classical;103.7067186
r&b;101.153675
jazz;163.8923601
metal;153.7126488
country;113.4289586
rock;127.5980157
r&b;68.00677318
electronic;166.9512046
ambient;107.1754982
rock;143.088146
country;109.2609698
classical;116.9586261
jazz;135.3419455
latin;127.4664663
electronic;155.8322443
r&b;85.88210387
country;103.2515071
pop;116.9632298
r&b;105.2266044
classical;110.8995948
pop;132.9863971
folk;98.34453522
soul;77.86017026
punk;125.0810307
ambient;56.30028614
metal;155.8776513
pop;97.76158416
electronic;124.2027725
indie;118.4574217
latin;123.5808291
hip-hop;79.31085668
pop;119.3156887
country;98.96201881
hip-hop;84.20329417
classical;114.7121376
rock;127.1188255
rock;160.5859106
electronic;137.1154915
pop;116.5841816
rock;139.1931015
classical;123.604284
gospel;96.74878314
hip-hop;108.9448607
rock;136.9946498
r&b;109.6403238
electronic;110.4254608
latin;130.969649
r&b;95.70136419
gospel;110.4565146
ambient;54.79828749
hip-hop;75.64143745
ambient;97.74943824
folk;99.6255897
latin;119.9699038
r&b;103.996413
reggae;77.20832207
hip-hop;115.0440772
country;103.4708211
hip-hop;101.2080438
folk;122.0713468
rock;150.1076348
hip-hop;102.9682925
hip-hop;95.23399274
electronic;140.2140404
rock;121.8287607
reggae;111.9288126
country;121.111939
k-pop;123.8827612
electronic;129.6760307
country;131.2647016
pop;117.3584604
hip-hop;105.6645344
drum-and-bass;160.1450039
indie;124.6590732
jazz;100.3112052
classical;102.6683566
rock;141.8020805
rock;116.373869
reggae;108.4617439
pop;105.7876007
electronic;112.0655427
metal;165.4899707
rock;142.8815525
r&b;91.64041756
k-pop;122.0112927
metal;114.2522995
r&b;121.4349398
r&b;129.1160625
jazz;90.66300116
country;112.4821561
pop;136.4736451
rock;134.1647353
r&b;104.7889654
r&b;107.3175978
classical;89.6398847
hip-hop;104.770558
rock;126.7475329
folk;112.3703667
latin;93.40497539
country;137.0438046
pop;94.98195807
r&b;107.5495071
drum-and-bass;184.1240041
blues;95.15636954
soul;90.3367531
folk;85.86446161
electronic;147.2867645
rock;141.9183638
country;110.5158172
country;95.1071383
r&b;100.0474169
folk;104.1346905
reggae;90.05459781
reggae;95.60773688
r&b;110.7175845
folk;102.9527865
electronic;125.3237439
metal;158.8404703
country;136.8646899
pop;141.5466995
pop;95.81569694
r&b;97.56897704
jazz;106.1390901
k-pop;153.5205286
country;128.3891264
indie;80.6904066
hip-hop;114.303681
k-pop;98.20479737
pop;115.062462
rock;108.8429762
ambient;98.89962365
gospel;110.138897
hip-hop;87.99996202
pop;111.4037375
ambient;110.3396756
folk;116.7742101
soul;106.7047915
rock;112.3313288
hip-hop;100.8454391
soul;102.3019292
k-pop;144.8848066
hip-hop;70.11267412
jazz;105.8017048
pop;112.7021037
reggae;110.6072545
electronic;126.7744407
k-pop;137.6636556
r&b;137.9812164
hip-hop;84.70623087
r&b;102.772269
gospel;128.5302347
latin;96.77354291
blues;105.1488571
drum-and-bass;179.2606697
metal;109.6174088
hip-hop;97.36708094
country;116.6928734
hip-hop;101.9341224
hip-hop;72.79237823
indie;112.5062957
jazz;119.4327267
hip-hop;88.5686435
pop;137.4034971
r&b;106.4039587
reggae;83.54544397
classical;120.4101012
pop;125.1768552
latin;87.79232551
r&b;109.396517
latin;93.41598305
folk;111.4713727
jazz;103.9583402
classical;87.79559724
hip-hop;96.76111015
rock;127.2605842
folk;138.5244839
pop;115.544679
electronic;128.8186492
hip-hop;94.0442385
gospel;116.0971197
hip-hop;106.5602048
rock;130.8035151
indie;98.09696109
latin;110.5224565
metal;146.6638705
country;117.7660698
rock;161.8282661
country;124.2611162
country;132.9441054
electronic;105.4872525
pop;106.0155249
reggae;51.94884864
latin;81.43039451
country;135.3020999
folk;120.1471041
rock;143.4812719
folk;123.2902347
k-pop;149.4886876
folk;116.8724541
pop;128.2399016
latin;98.33673268
rock;133.8309337
electronic;111.9061527
electronic;152.1800459
pop;131.0315875
soul;92.9413011
reggae;93.51757933
electronic;128.8829351
rock;126.385006
country;96.97846542
pop;147.4535955
blues;101.4813414
electronic;130.2571496
k-pop;116.5401654
electronic;147.0482355
classical;105.7495667
pop;108.7526667
classical;128.4555798
latin;87.25866534
k-pop;113.488828
k-pop;133.1236911
ambient;112.4650081
classical;105.3027735
r&b;108.8775911
reggae;98.7634531
k-pop;124.4209121
country;105.2878218
rock;117.1728026
latin;111.407639
electronic;129.9894774
country;114.5668695
latin;99.68116897
k-pop;135.7857724
classical;109.7417871
r&b;103.5038373
classical;100.7979706
metal;144.7426489
hip-hop;106.2715749
folk;151.6031389
rock;110.4844049
jazz;108.4839288
hip-hop;113.8065461
rock;95.61580545
metal;143.8228722
hip-hop;99.38686178
k-pop;132.3926585
jazz;123.0964818
country;110.6773738
rock;126.2949063
pop;128.9841085
hip-hop;82.08482334
pop;113.3564428
country;130.8974845
pop;108.4973492
r&b;76.5544854
blues;107.6045396
hip-hop;75.6871208
jazz;127.5040893
r&b;107.7091916
blues;100.8387679
electronic;115.8009306
r&b;99.78640492
indie;105.7019422
metal;106.02781
electronic;112.051985
soul;96.18397891
classical;130.2570851
rock;130.5447322
ambient;78.02754692
rock;144.6869356
indie;118.0400265
rock;113.0335077
rock;138.9331175
folk;112.1798434
metal;153.3502865
hip-hop;112.0722994
hip-hop;98.91441064
soul;118.2786346
ambient;64.73042826
folk;123.9708981
hip-hop;100.7895514
r&b;75.09588626
reggae;94.65072137
latin;110.3427113
blues;108.9815258
pop;100.9184375
r&b;109.5829088
metal;133.2123601
country;127.5440526
pop;129.5272321
rock;135.7466251
pop;124.2538127
folk;104.1011449
folk;114.334806
jazz;128.1459124
blues;109.9423935
rock;138.087509
rock;139.9510564
classical;107.7022784
pop;119.2432216
gospel;57.3234888
rock;129.237806
r&b;92.13784163
soul;85.72882234
metal;150.5531223
hip-hop;96.1666733
blues;71.75503278
rock;117.8011469
rock;138.5429285
rock;161.9620582
ambient;72.78445369
pop;104.0988256
punk;163.2330219
hip-hop;79.05424316
electronic;126.2202311
gospel;105.9354107
pop;123.4449356
r&b;111.4453851
pop;98.51255876
hip-hop;99.41864335
country;121.7163544
pop;136.9982166
soul;109.2802466
soul;122.1313289
pop;97.98557547
folk;90.96632856
soul;73.89098274
reggae;82.10411938
rock;135.4692238
reggae;110.6952392
r&b;111.8918409
country;94.11797525
k-pop;115.4663306
country;107.2251397
pop;109.0819365
country;93.36027495
country;125.1960415
pop;126.5086033
hip-hop;97.91040894
electronic;125.2304361
pop;102.7920531
rock;125.9429106
pop;129.4525298
latin;115.1877697
blues;117.6234282
rock;117.0026463
rock;118.4666376
pop;106.4157714
r&b;91.96889956
hip-hop;137.6835069
folk;128.7688066
rock;113.4078781
hip-hop;94.8766902
r&b;115.4953743
punk;155.6936856
pop;116.4395466
country;127.073348
k-pop;110.4675127
rock;118.3939907
jazz;122.9206257
pop;99.29901051
k-pop;85.42211236
indie;111.7566525
rock;131.5255001
rock;126.0072552
r&b;85.39523236
reggae;102.5070249
metal;154.8894094
jazz;120.8161952
reggae;110.4558879
country;134.2977225
rock;118.9597792
indie;129.4688601
pop;115.5966634
hip-hop;93.25817036
pop;129.9401255
rock;142.6033725
pop;66.37631129
country;103.2262067
ambient;80.90950763
pop;120.4568955
hip-hop;96.38462261
pop;105.2672085
country;122.8632129
indie;101.573821
hip-hop;109.6909174
hip-hop;105.7485436
drum-and-bass;157.8968602
pop;137.2445535
pop;111.415306
hip-hop;99.02448111
punk;174.5864714
country;145.6643579
rock;126.1051012
pop;106.7061096
blues;111.891611
hip-hop;70.97574514
r&b;102.081149
pop;142.4960997
r&b;104.4137676
electronic;137.4598309
pop;105.1914595
r&b;88.20027847
pop;135.0693017
hip-hop;62.11811338
hip-hop;65.0927442
latin;106.4697027
classical;82.11586281
r&b;90.95263395
rock;162.2375025
r&b;125.8374235
metal;167.804776
punk;171.3959297
r&b;99.8484446
classical;95.96181976
classical;85.97247914
hip-hop;109.7079326
r&b;97.16633763
electronic;153.76902
blues;100.3050974
hip-hop;87.63475795
blues;100.7163041
pop;126.3945769
electronic;152.0744611
jazz;122.1303712
soul;92.833669
pop;103.8704976
rock;120.5363044
hip-hop;80.73335768
indie;128.5331415
latin;115.0925461
latin;133.0153557
hip-hop;103.4230234
jazz;143.3451103
pop;132.8742537
folk;110.2892143
hip-hop;115.0402953
folk;98.24801208
electronic;118.6948041
pop;115.715107
hip-hop;87.51061668
reggae;84.04450576
folk;132.7623617
k-pop;131.461421
pop;145.0761064
electronic;142.8030434
r&b;100.2889362
k-pop;132.223775
pop;133.15206
country;129.7531762
hip-hop;87.40351825
hip-hop;69.87049438
indie;144.6278671
electronic;137.8195933
rock;110.6882371
electronic;141.733357
country;87.53499069
country;108.5290638
rock;128.8427249
metal;144.9854642
country;132.3039075
rock;131.1352507
jazz;108.6740409
rock;92.29687789
indie;121.7428015
k-pop;102.825418
pop;97.35584141
rock;138.3960743
pop;138.5615186
rock;137.6941984
electronic;109.3454956
folk;125.026785
country;119.7964822
rock;144.7488985
r&b;95.47447532
blues;115.740244
drum-and-bass;138.4382311
pop;140.3501948
r&b;133.837183
electronic;108.4470273
hip-hop;110.7728209
ambient;72.34749522
classical;84.58137031
pop;120.066279
hip-hop;130.1304491
ambient;67.30645144
country;136.8049322
gospel;120.4952356
blues;143.8693954
pop;138.843699
punk;175.7361398
blues;112.8363308
punk;129.2615737
pop;96.24326323
jazz;115.7701612
latin;134.452952
pop;129.0905175
classical;100.0839664
pop;124.8293651
blues;105.6943727
hip-hop;91.35974277
rock;134.6523045
latin;88.88208191
hip-hop;104.1172784
metal;138.2873695
classical;126.6949472
pop;103.5462483
electronic;132.0284284
pop;120.1717608
electronic;128.5486078
indie;94.58344239
classical;106.6431356
pop;132.997897
r&b;103.4076734
drum-and-bass;207.4115494
reggae;71.61318974
electronic;137.9943128
classical;125.1008483
hip-hop;96.48472022
metal;151.4491319
jazz;114.6158407
pop;109.6086173
pop;109.8230326
latin;99.31168019
pop;113.394082
jazz;106.5253864
hip-hop;89.65176707
latin;137.5430298
rock;120.5753083
soul;87.71760638
pop;92.65619625
classical;113.6168101
pop;131.1133845
drum-and-bass;180.0357032
blues;98.37904887
hip-hop;111.774439
hip-hop;59.24031644
jazz;152.8661118
gospel;125.4076413
hip-hop;105.1208604
soul;119.1046218
r&b;79.5271918
country;127.4324745
country;115.0580874
folk;94.01572221
metal;156.0381889
pop;112.2627115
electronic;134.1938708
hip-hop;107.899014
hip-hop;104.77845
k-pop;129.2590717
rock;106.4304079
hip-hop;127.5593544
indie;124.297753
k-pop;135.9241836
ambient;52.95116464
blues;92.43967952
country;134.1480898
metal;134.4897825
ambient;92.84185912
hip-hop;109.7057941
latin;130.9415471
rock;145.4492595
electronic;117.3829778
hip-hop;74.47985741
hip-hop;80.05803516
hip-hop;100.8487386
hip-hop;82.74860656
electronic;125.2045762
jazz;76.39838927
r&b;114.0944804
pop;136.8021151
r&b;114.059596
pop;120.4447045
pop;98.95247712
pop;147.2826886
classical;113.4444922
hip-hop;111.3100418
indie;120.9579409
latin;120.432324
electronic;125.6738142
pop;157.9332677
soul;81.32636877
electronic;129.8678679
indie;127.457857
hip-hop;80.94903825
hip-hop;110.162358
reggae;70.88987243
country;155.2423895
r&b;119.8798811
rock;123.6706936
country;113.684391
hip-hop;114.9765507
indie;146.2368855
jazz;129.8827617
reggae;60.09526778
hip-hop;119.8120986
pop;86.7603233
pop;128.5641587
classical;118.102316
country;110.4161182
latin;135.7701977
r&b;106.5391958
indie;82.59054888
pop;87.99225344
hip-hop;114.2414466
rock;130.9624755
electronic;109.7257606
punk;168.764922
classical;93.98127957
country;102.4428393
metal;145.4520113
soul;111.133257
electronic;152.9645137
latin;94.37402388
rock;116.7358021
rock;138.1479007
hip-hop;72.06318553
hip-hop;111.0582533
indie;124.1588339
pop;109.8331771
punk;161.2652525
metal;121.7449665
rock;143.29836
pop;123.7657466
rock;113.6823071
pop;125.7862185
soul;63.88925548
hip-hop;87.01012555
pop;114.109439
hip-hop;115.341271
rock;142.9221318
hip-hop;113.8515156
hip-hop;105.1177072
k-pop;115.07946
gospel;115.1696562
electronic;142.4915022
pop;107.5434152
hip-hop;77.8792293
metal;128.0791392
r&b;106.5007613
electronic;124.3938501
hip-hop;87.34359064
pop;118.6972139
electronic;107.5226189
r&b;95.81443548
latin;120.3389432
electronic;137.2853678
pop;112.6770665
r&b;82.64839216
folk;106.1241142
indie;149.6445432
hip-hop;75.32751151
latin;100.0746519
country;107.2469817
hip-hop;75.34315392
metal;146.1129703
pop;103.8848167
r&b;134.6568891
drum-and-bass;178.090711
blues;91.0793085
pop;135.4158181
pop;99.84248331
pop;114.557214
blues;106.4273652
r&b;90.65138373
blues;99.32225314
electronic;129.4841478
r&b;99.58244591
electronic;105.1515035
metal;152.7999265
indie;134.7237186
soul;89.06822231
indie;129.2523313
rock;162.9370944
r&b;125.5666062
hip-hop;79.5507051
indie;106.7527848
pop;128.4494422
rock;141.3637208
country;84.90473339
rock;133.1595972
k-pop;120.4865693
hip-hop;73.61811373
electronic;137.5845297
hip-hop;90.04184216
rock;144.6251143
rock;114.3653465
indie;133.8819439
reggae;101.238292
k-pop;142.9948943
latin;86.97979813
rock;101.3014628
pop;107.8276301
pop;126.2022818
jazz;139.5835362
rock;138.6778866
country;98.87912796
indie;127.4315865
rock;120.7431959
hip-hop;114.8046803
rock;158.7885812
latin;94.76202998
rock;128.5112142
latin;83.52796182
electronic;118.2060223
r&b;113.7212606
electronic;131.6521913
pop;100.5821139
hip-hop;102.7483437
electronic;121.3142391
k-pop;108.1183175
classical;95.82818727
folk;106.9203923
pop;100.8486076
soul;117.1202577
drum-and-bass;163.7115073
electronic;136.6649561
pop;128.5254296
country;117.312481
r&b;92.82412606
hip-hop;105.0889398
pop;127.3697678
latin;100.2158927
pop;109.1407881
country;115.956661
gospel;112.6613915
r&b;85.15729956
pop;110.1196367
hip-hop;103.8373078
country;96.74233019
ambient;91.45955761
metal;163.7428927
pop;128.6948289
ambient;117.7005005
country;107.7627671
soul;65.96799308
ambient;83.75832667
ambient;94.5846356
pop;93.94192896
blues;90.11408762
